,mushroom_id,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
2064,2065,edible,convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,smooth,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
2065,2066,edible,convex,scaly,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,white,white,one,pendant,black,several,woods
2066,2067,edible,convex,scaly,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods
2067,2068,poisonous,flat,smooth,brown,yes,pungent,free,close,narrow,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,several,urban
2068,2069,edible,flat,smooth,gray,no,none,free,crowded,broad,pink,tapering,smooth,smooth,white,white,white,one,evanescent,brown,abundant,grasses
2069,2070,edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
2070,2071,edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,pink,white,one,pendant,black,solitary,woods
2071,2072,edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,gray,white,one,pendant,black,several,woods
2072,2073,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods
2073,2074,edible,convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods
2074,2075,poisonous,convex,smooth,white,yes,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,white,one,pendant,brown,several,urban
2075,2076,edible,convex,smooth,yellow,yes,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,white,one,pendant,black,numerous,meadows
2076,2077,edible,convex,fibrous,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods
2077,2078,edible,flat,scaly,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods
2078,2079,edible,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,fibrous,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
2079,2080,edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,pink,white,one,pendant,brown,solitary,woods
2080,2081,edible,convex,fibrous,gray,no,none,free,crowded,broad,black,tapering,fibrous,smooth,white,white,white,one,evanescent,brown,scattered,grasses
2081,2082,edible,flat,smooth,white,no,none,free,crowded,broad,pink,tapering,fibrous,smooth,white,white,white,one,evanescent,brown,scattered,grasses
2082,2083,edible,convex,fibrous,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,several,woods
2083,2084,edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,pink,white,one,pendant,brown,several,woods
2084,2085,edible,flat,fibrous,gray,no,none,free,crowded,broad,brown,tapering,smooth,fibrous,white,white,white,one,evanescent,black,scattered,grasses
2085,2086,edible,flat,fibrous,gray,no,none,free,crowded,broad,brown,tapering,smooth,smooth,white,white,white,one,evanescent,black,scattered,grasses
2086,2087,edible,flat,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,fibrous,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
2087,2088,edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods
2088,2089,edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods
2089,2090,poisonous,flat,scaly,brown,yes,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,urban
2090,2091,edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,gray,white,one,pendant,black,several,woods
2091,2092,edible,convex,smooth,white,no,none,free,crowded,broad,black,tapering,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
2092,2093,edible,bell,smooth,white,yes,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
2093,2094,edible,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,fibrous,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
2094,2095,edible,flat,fibrous,brown,no,none,free,crowded,broad,black,tapering,fibrous,fibrous,white,white,white,one,evanescent,black,scattered,grasses
2095,2096,edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods
2096,2097,edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
2097,2098,edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,tapering,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
2098,2099,poisonous,convex,smooth,white,yes,pungent,free,close,narrow,brown,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
2099,2100,edible,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,smooth,smooth,white,white,white,one,evanescent,brown,abundant,grasses
2100,2101,edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
2101,2102,edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
2102,2103,edible,convex,scaly,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2103,2104,edible,convex,fibrous,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods
2104,2105,edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,pink,white,one,pendant,brown,solitary,woods
2105,2106,edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,gray,white,one,pendant,black,solitary,woods
2106,2107,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
2107,2108,edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,pink,white,one,pendant,black,solitary,woods
2108,2109,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,white,white,one,pendant,black,several,woods
2109,2110,edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,black,several,woods
2110,2111,edible,convex,fibrous,red,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,white,white,one,pendant,black,several,woods
2111,2112,edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,pink,white,one,pendant,brown,several,woods
2112,2113,poisonous,convex,smooth,white,yes,pungent,free,close,narrow,white,enlarging,smooth,smooth,white,white,white,one,pendant,brown,several,grasses
2113,2114,edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
2114,2115,edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,black,several,woods
2115,2116,edible,convex,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,woods
2116,2117,edible,convex,scaly,red,yes,none,free,close,broad,white,tapering,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
2117,2118,edible,convex,scaly,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
2118,2119,edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,pink,white,one,pendant,black,several,woods
2119,2120,edible,convex,scaly,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,white,white,one,pendant,black,several,woods
2120,2121,edible,convex,fibrous,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods
2121,2122,edible,flat,scaly,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods
2122,2123,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
2123,2124,edible,convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,pink,white,one,pendant,black,several,woods
2124,2125,edible,flat,scaly,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,pink,white,one,pendant,black,several,woods
2125,2126,edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
2126,2127,edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,woods
2127,2128,edible,convex,scaly,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,pink,white,one,pendant,black,several,woods
2128,2129,poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,silky,silky,buff,buff,white,one,large,chocolate,solitary,grasses
2129,2130,poisonous,flat,smooth,white,yes,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
2130,2131,edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,white,white,one,pendant,black,several,woods
2131,2132,edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
2132,2133,edible,convex,scaly,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,white,white,one,pendant,brown,several,woods
2133,2134,edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
2134,2135,edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
2135,2136,edible,convex,scaly,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,white,white,one,pendant,brown,solitary,woods
2136,2137,edible,convex,scaly,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,white,white,one,pendant,brown,several,woods
2137,2138,edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,pink,white,one,pendant,black,several,woods
2138,2139,edible,convex,scaly,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
2139,2140,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods
2140,2141,edible,convex,fibrous,red,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,white,white,one,pendant,black,several,woods
2141,2142,edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,gray,white,one,pendant,black,several,woods
2142,2143,edible,convex,scaly,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,white,white,one,pendant,brown,solitary,woods
2143,2144,edible,convex,scaly,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,white,white,one,pendant,black,solitary,woods
2144,2145,edible,flat,scaly,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,gray,white,one,pendant,brown,several,woods
2145,2146,edible,flat,scaly,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,white,white,one,pendant,black,several,woods
2146,2147,edible,convex,scaly,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,several,woods
2147,2148,poisonous,flat,smooth,brown,yes,pungent,free,close,narrow,brown,enlarging,smooth,smooth,white,white,white,one,pendant,brown,several,urban
2148,2149,edible,flat,fibrous,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods
2149,2150,poisonous,convex,smooth,white,yes,pungent,free,close,narrow,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,scattered,grasses
2150,2151,edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,pink,white,one,pendant,black,solitary,woods
2151,2152,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,gray,white,one,pendant,black,solitary,woods
2152,2153,edible,convex,scaly,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
2153,2154,edible,flat,fibrous,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,gray,white,one,pendant,brown,several,woods
2154,2155,edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
2155,2156,edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,pink,white,one,pendant,brown,several,woods
2156,2157,edible,convex,scaly,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods
2157,2158,edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,gray,white,one,pendant,brown,several,woods
2158,2159,edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods
2159,2160,edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,gray,white,one,pendant,black,several,woods
2160,2161,edible,convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
2161,2162,edible,convex,fibrous,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
2162,2163,edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
2163,2164,edible,convex,scaly,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
2164,2165,edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,pink,white,one,pendant,brown,solitary,woods
2165,2166,edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,pink,white,one,pendant,brown,solitary,woods
2166,2167,edible,convex,scaly,red,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,white,white,one,pendant,brown,solitary,woods
2167,2168,edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods
2168,2169,edible,convex,scaly,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,gray,white,one,pendant,black,solitary,woods
2169,2170,edible,convex,scaly,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
2170,2171,edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
2171,2172,edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,several,woods
2172,2173,edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,several,woods
2173,2174,edible,convex,scaly,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,white,white,one,pendant,black,several,woods
2174,2175,edible,convex,scaly,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
2175,2176,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,pink,white,one,pendant,black,several,woods
2176,2177,edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods
2177,2178,edible,convex,scaly,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
2178,2179,poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,silky,silky,brown,pink,white,one,large,chocolate,solitary,woods
2179,2180,edible,convex,scaly,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,white,white,one,pendant,black,solitary,woods
2180,2181,edible,convex,fibrous,red,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods
2181,2182,edible,convex,scaly,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,pink,white,one,pendant,brown,several,woods
2182,2183,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
2183,2184,edible,convex,scaly,red,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
2184,2185,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,gray,white,one,pendant,black,several,woods
2185,2186,edible,flat,scaly,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
2186,2187,edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
2187,2188,edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,white,white,one,pendant,black,solitary,woods
2188,2189,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
2189,2190,edible,convex,fibrous,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,white,white,one,pendant,brown,several,woods
2190,2191,edible,convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,white,white,one,pendant,black,several,woods
2191,2192,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
2192,2193,edible,convex,smooth,gray,no,none,free,crowded,broad,black,tapering,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
2193,2194,edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods
2194,2195,edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods
2195,2196,edible,convex,scaly,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,white,white,one,pendant,brown,several,woods
2196,2197,edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
2197,2198,edible,convex,fibrous,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
2198,2199,edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods
2199,2200,edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,pink,white,one,pendant,brown,solitary,woods
2200,2201,edible,convex,smooth,white,no,none,free,crowded,broad,pink,tapering,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
2201,2202,edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
2202,2203,edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,pink,white,one,pendant,black,several,woods
2203,2204,edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,gray,white,one,pendant,black,solitary,woods
2204,2205,edible,convex,scaly,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,black,solitary,woods
2205,2206,edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
2206,2207,edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
2207,2208,edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,pink,white,one,pendant,black,solitary,woods
2208,2209,edible,flat,scaly,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,black,solitary,woods
2209,2210,edible,convex,scaly,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods
2210,2211,poisonous,convex,smooth,pink,no,creosote,free,crowded,narrow,gray,enlarging,smooth,smooth,white,white,white,one,pendant,brown,scattered,woods
2211,2212,edible,convex,scaly,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,pink,white,one,pendant,brown,solitary,woods
2212,2213,edible,flat,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,white,white,one,pendant,black,several,woods
2213,2214,edible,convex,scaly,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
2214,2215,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2215,2216,edible,convex,scaly,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,white,gray,white,one,pendant,brown,several,woods
2216,2217,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
2217,2218,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,white,white,one,pendant,brown,several,woods
2218,2219,edible,convex,scaly,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,white,white,one,pendant,black,several,woods
2219,2220,edible,convex,scaly,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,white,white,one,pendant,black,several,woods
2220,2221,edible,convex,fibrous,red,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2221,2222,edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,pink,white,one,pendant,black,several,woods
2222,2223,edible,convex,scaly,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,white,white,one,pendant,brown,several,woods
2223,2224,edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,several,woods
2224,2225,edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods
2225,2226,edible,convex,fibrous,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,pink,white,one,pendant,black,several,woods
2226,2227,edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods
2227,2228,edible,convex,fibrous,white,no,none,free,crowded,broad,black,tapering,fibrous,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
2228,2229,edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,gray,white,one,pendant,black,solitary,woods
2229,2230,edible,convex,fibrous,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,white,white,one,pendant,black,several,woods
2230,2231,edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2231,2232,edible,convex,fibrous,red,yes,none,free,close,broad,white,tapering,smooth,smooth,white,pink,white,one,pendant,black,several,woods
2232,2233,edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods
2233,2234,edible,flat,scaly,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,gray,white,one,pendant,brown,several,woods
2234,2235,edible,flat,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,gray,white,one,pendant,black,several,woods
2235,2236,edible,convex,scaly,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,white,white,one,pendant,black,solitary,woods
2236,2237,edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
2237,2238,edible,flat,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,smooth,fibrous,white,white,white,one,evanescent,black,scattered,grasses
2238,2239,poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,silky,silky,buff,pink,white,one,large,chocolate,solitary,paths
2239,2240,edible,convex,fibrous,red,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods
2240,2241,edible,convex,scaly,red,yes,none,free,close,broad,white,tapering,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
2241,2242,poisonous,flat,smooth,white,yes,pungent,free,close,narrow,white,enlarging,smooth,smooth,white,white,white,one,pendant,black,several,grasses
2242,2243,edible,flat,scaly,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,white,white,one,pendant,black,solitary,woods
2243,2244,edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,white,white,one,pendant,brown,solitary,woods
2244,2245,edible,convex,scaly,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,gray,white,one,pendant,black,several,woods
2245,2246,edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,white,white,one,pendant,black,several,woods
2246,2247,edible,convex,scaly,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,gray,pink,white,one,pendant,brown,several,woods
2247,2248,edible,convex,fibrous,gray,no,none,free,crowded,broad,brown,tapering,fibrous,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
2248,2249,edible,convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
2249,2250,edible,flat,fibrous,red,yes,none,free,close,broad,brown,tapering,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods
2250,2251,edible,convex,scaly,gray,yes,none,free,close,broad,purple,tapering,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,woods
2251,2252,edible,flat,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,gray,pink,white,one,pendant,black,solitary,woods
2252,2253,edible,flat,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,fibrous,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
2253,2254,edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2254,2255,edible,convex,scaly,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,white,white,white,one,pendant,black,several,woods
2255,2256,edible,flat,fibrous,gray,yes,none,free,close,broad,pink,tapering,smooth,smooth,pink,pink,white,one,pendant,black,solitary,woods
2256,2257,edible,flat,scaly,brown,yes,none,free,close,broad,purple,tapering,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods
2257,2258,edible,convex,fibrous,gray,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
2258,2259,edible,convex,scaly,red,yes,none,free,close,broad,purple,tapering,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2259,2260,edible,convex,scaly,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods
2260,2261,edible,flat,smooth,gray,no,none,free,crowded,broad,brown,tapering,fibrous,smooth,white,white,white,one,evanescent,brown,abundant,grasses
2261,2262,edible,convex,fibrous,brown,yes,none,free,close,broad,white,tapering,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
2262,2263,edible,flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
2263,2264,edible,convex,scaly,red,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods
2264,2265,edible,convex,scaly,red,yes,none,free,close,broad,white,tapering,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods
2265,2266,edible,convex,scaly,brown,yes,none,free,close,broad,brown,tapering,smooth,smooth,pink,white,white,one,pendant,black,solitary,woods
